Timestamp,Device,button,overview,screenshot
11:18:39_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-18-39_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-18-39_03-09-2015.jpg
11:18:39_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-18-39_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-18-39_03-09-2015.jpg
11:18:39_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-18-39_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-18-39_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:39_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-18-39_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-18-39_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:22:04_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-22-04_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-22-04_03-09-2015.jpg
11:22:04_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-22-04_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-22-04_03-09-2015.jpg
11:22:04_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-22-04_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-22-04_03-09-2015.jpg
11:22:04_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-22-04_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-22-04_03-09-2015.jpg
11:22:04_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-22-04_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-22-04_03-09-2015.jpg
11:22:01_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-01_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-01_03-09-2015.jpg
11:22:01_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-01_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-01_03-09-2015.jpg
11:22:01_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-01_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-01_03-09-2015.jpg
11:22:01_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-01_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-01_03-09-2015.jpg
11:22:01_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-01_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-01_03-09-2015.jpg
11:22:07_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-07_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-07_03-09-2015.jpg
11:22:07_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-07_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-07_03-09-2015.jpg
11:22:07_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-07_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-07_03-09-2015.jpg
11:22:07_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-07_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-07_03-09-2015.jpg
11:22:07_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-22-07_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-22-07_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:40_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-18-40_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-18-40_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:18:38_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-18-38_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-18-38_03-09-2015.jpg
11:49:10_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-10_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-10_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:10_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-10_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-10_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:12_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-49-12_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-49-12_03-09-2015.jpg
11:49:11_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-11_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-11_03-09-2015.jpg
11:49:10_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-10_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-10_03-09-2015.jpg
11:49:10_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-10_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-10_03-09-2015.jpg
11:49:11_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-11_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-11_03-09-2015.jpg
11:49:10_03-09-2015,420038000547343232363230,button2,imagesARS/420038000547343232363230.button2.overview.11-49-10_03-09-2015.jpg,imagesARS/420038000547343232363230.button2.screenshot.11-49-10_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
11:55:30_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.11-55-30_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.11-55-30_03-09-2015.jpg
12:12:55_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.12-12-55_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.12-12-55_03-09-2015.jpg
12:12:55_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.12-12-55_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.12-12-55_03-09-2015.jpg
12:12:55_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.12-12-55_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.12-12-55_03-09-2015.jpg
12:12:55_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.12-12-55_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.12-12-55_03-09-2015.jpg
12:12:55_03-09-2015,420038000547343232363230,button1,imagesARS/420038000547343232363230.button1.overview.12-12-55_03-09-2015.jpg,imagesARS/420038000547343232363230.button1.screenshot.12-12-55_03-09-2015.jpg
