Date	Device	Signal
Wed Jul  1 16:08:44 2015	Manu ka Mac	-78
Wed Jul  1 16:08:44 2015	edc	-73
Wed Jul  1 16:08:55 2015	Nokia108	-78
Wed Jul  1 16:09:05 2015	edc	-73
Wed Jul  1 16:09:05 2015	Manu ka Mac	-78
Wed Jul  1 16:09:16 2015	Manu ka Mac	-77
Wed Jul  1 16:09:16 2015	Manu ka Mac	-75
Wed Jul  1 16:09:16 2015	edc	-83
Wed Jul  1 16:09:26 2015	Manu ka Mac	-79
Wed Jul  1 16:09:47 2015	Nokia108	-82
Wed Jul  1 16:09:47 2015	edc	-80
Wed Jul  1 16:09:57 2015	edc	-74
Wed Jul  1 16:10:07 2015	Manu ka Mac	-80
Wed Jul  1 16:10:07 2015	edc	-81
Wed Jul  1 16:10:18 2015	Nokia108	-79
Wed Jul  1 16:10:18 2015	edc	-79
Wed Jul  1 16:10:18 2015	S5610	-81
Wed Jul  1 16:10:28 2015	Nokia108	-83
Wed Jul  1 16:10:39 2015	Nokia108	-79
Wed Jul  1 16:10:39 2015	edc	-74
Wed Jul  1 16:10:49 2015	edc	-73
Wed Jul  1 16:10:49 2015	Nokia108	-78
Wed Jul  1 16:10:59 2015	Manu ka Mac	-78
Wed Jul  1 16:11:10 2015	Nokia108	-79
Wed Jul  1 16:11:20 2015	edc	-73
Wed Jul  1 16:11:20 2015	Nokia108	-78
Wed Jul  1 16:11:41 2015	Nokia108	-79
Wed Jul  1 16:12:02 2015	Manu ka Mac	-76
Wed Jul  1 16:12:33 2015	edc	-76
Wed Jul  1 16:13:14 2015	Manu ka Mac	-80
Wed Jul  1 16:13:25 2015	edc	-72
Wed Jul  1 16:13:25 2015	edc	-73
Wed Jul  1 16:13:35 2015	Manu ka Mac	-75
Wed Jul  1 16:13:45 2015	Manu ka Mac	-76
Wed Jul  1 16:13:56 2015	edc	-81
Wed Jul  1 16:13:56 2015	Nokia108	-80
Wed Jul  1 16:14:06 2015	Nokia108	-82
Wed Jul  1 16:14:16 2015	S5610	-73
Wed Jul  1 16:14:16 2015	edc	-71
Wed Jul  1 16:14:37 2015	Manu ka Mac	-76
Wed Jul  1 16:15:29 2015	Manu ka Mac	-74
Wed Jul  1 16:15:39 2015	Manu ka Mac	-74
Wed Jul  1 16:15:39 2015	Manu ka Mac	-76
Wed Jul  1 16:15:50 2015	S5610	-69
Wed Jul  1 16:16:00 2015	edc	-73
Wed Jul  1 16:16:21 2015	S5610	-83
Wed Jul  1 16:16:31 2015	edc	-84
Wed Jul  1 16:16:31 2015	S5610	-79
Wed Jul  1 16:16:52 2015	Manu ka Mac	-79
Wed Jul  1 16:17:02 2015	Nokia108	-83
Wed Jul  1 16:17:02 2015	edc	-80
Wed Jul  1 16:17:02 2015	Manu ka Mac	-83
Wed Jul  1 16:17:13 2015	S5610	-75
Wed Jul  1 16:17:23 2015	S5610	-75
Wed Jul  1 16:17:33 2015	S5610	-72
Wed Jul  1 16:17:44 2015	edc	-73
Wed Jul  1 16:17:54 2015	S5610	-75
Wed Jul  1 16:17:54 2015	edc	-77
Wed Jul  1 16:18:04 2015	Nokia108	-81
Wed Jul  1 16:18:15 2015	edc	-79
Wed Jul  1 16:18:15 2015	edc	-75
Wed Jul  1 16:18:25 2015	edc	-71
Wed Jul  1 16:18:25 2015	Manu ka Mac	-76
Wed Jul  1 16:18:46 2015	S5610	-72
Wed Jul  1 16:18:56 2015	Manu ka Mac	-76
Wed Jul  1 16:19:27 2015	Nokia108	-79
Wed Jul  1 16:19:38 2015	edc	-83
Wed Jul  1 16:19:48 2015	edc	-79
Wed Jul  1 16:19:48 2015	Manu ka Mac	-78
Wed Jul  1 16:19:59 2015	edc	-76
Wed Jul  1 16:19:59 2015	Manu ka Mac	-78
Wed Jul  1 16:20:09 2015	Nokia108	-79
Wed Jul  1 16:20:19 2015	edc	-73
Wed Jul  1 16:20:19 2015	Manu ka Mac	-80
Wed Jul  1 16:20:19 2015	Manu ka Mac	-79
Wed Jul  1 16:20:30 2015	Nokia108	-82
Wed Jul  1 16:20:30 2015	S5610	-76
Wed Jul  1 16:20:40 2015	Nokia108	-83
Wed Jul  1 16:20:50 2015	edc	-72
Wed Jul  1 16:21:01 2015	S5610	-75
Wed Jul  1 16:21:01 2015	edc	-73
Wed Jul  1 16:21:01 2015	Nokia108	-82
Wed Jul  1 16:21:11 2015	Nokia108	-80
Wed Jul  1 16:21:21 2015	Nokia108	-83
Wed Jul  1 16:21:21 2015	Manu ka Mac	-75
Wed Jul  1 16:21:21 2015	edc	-76
Wed Jul  1 16:21:32 2015	Manu ka Mac	-74
Wed Jul  1 16:21:32 2015	S5610	-81
Wed Jul  1 16:21:32 2015	Nokia108	-77
Wed Jul  1 16:21:42 2015	Manu ka Mac	-84
Wed Jul  1 16:21:42 2015	Nokia108	-82
Wed Jul  1 16:21:42 2015	edc	-76
Wed Jul  1 16:21:42 2015	Manu ka Mac	-78
Wed Jul  1 16:21:53 2015	Nokia108	-78
Wed Jul  1 16:21:53 2015	Nokia108	-81
Wed Jul  1 16:21:53 2015	S5610	-73
Wed Jul  1 16:22:03 2015	S5610	-72
Wed Jul  1 16:22:03 2015	Manu ka Mac	-76
Wed Jul  1 16:22:03 2015	Nokia108	-79
Wed Jul  1 16:22:03 2015	S5610	-73
Wed Jul  1 16:22:13 2015	edc	-78
Wed Jul  1 16:22:13 2015	S5610	-81
Wed Jul  1 16:22:13 2015	Manu ka Mac	-85
Wed Jul  1 16:22:24 2015	Nokia108	-79
Wed Jul  1 16:22:24 2015	Manu ka Mac	-73
Wed Jul  1 16:22:24 2015	edc	-73
Wed Jul  1 16:22:34 2015	S5610	-72
Wed Jul  1 16:22:34 2015	Manu ka Mac	-74
Wed Jul  1 16:22:44 2015	Manu ka Mac	-74
Wed Jul  1 16:22:44 2015	edc	-73
Wed Jul  1 16:22:44 2015	Nokia108	-84
Wed Jul  1 16:22:55 2015	S5610	-74
Wed Jul  1 16:22:55 2015	Nokia108	-77
Wed Jul  1 16:23:05 2015	Manu ka Mac	-78
Wed Jul  1 16:23:05 2015	Nokia108	-82
Wed Jul  1 16:23:16 2015	Nokia108	-82
Wed Jul  1 16:23:16 2015	S5610	-73
Wed Jul  1 16:23:16 2015	edc	-71
Wed Jul  1 16:23:26 2015	Manu ka Mac	-78
Wed Jul  1 16:23:26 2015	Manu ka Mac	-79
Wed Jul  1 16:23:26 2015	Nokia108	-82
Wed Jul  1 16:23:26 2015	S5610	-81
Wed Jul  1 16:23:36 2015	Manu ka Mac	-79
Wed Jul  1 16:23:36 2015	edc	-76
Wed Jul  1 16:23:57 2015	edc	-71
Wed Jul  1 16:23:57 2015	Nokia108	-80
Wed Jul  1 16:23:57 2015	Nokia108	-77
Wed Jul  1 16:24:07 2015	Nokia108	-80
Wed Jul  1 16:24:18 2015	edc	-72
Wed Jul  1 16:24:18 2015	Nokia108	-80
Wed Jul  1 16:24:18 2015	Manu ka Mac	-74
Wed Jul  1 16:24:28 2015	edc	-74
Wed Jul  1 16:24:28 2015	Nokia108	-78
Wed Jul  1 16:24:39 2015	edc	-71
Wed Jul  1 16:24:39 2015	Manu ka Mac	-79
Wed Jul  1 16:24:39 2015	Manu ka Mac	-76
Wed Jul  1 16:24:49 2015	Manu ka Mac	-79
Wed Jul  1 16:24:49 2015	Manu ka Mac	-78
Wed Jul  1 16:24:49 2015	S5610	-74
Wed Jul  1 16:24:49 2015	edc	-74
Wed Jul  1 16:25:10 2015	S5610	-86
Wed Jul  1 16:25:10 2015	edc	-73
Wed Jul  1 16:25:10 2015	Manu ka Mac	-74
Wed Jul  1 16:25:30 2015	Manu ka Mac	-75
Wed Jul  1 16:25:30 2015	Manu ka Mac	-80
Wed Jul  1 16:25:30 2015	Nokia108	-79
Wed Jul  1 16:25:30 2015	edc	-72
Wed Jul  1 16:25:31 2015	edc	-73
Wed Jul  1 16:25:41 2015	edc	-73
Wed Jul  1 16:25:51 2015	Nokia108	-79
Wed Jul  1 16:25:51 2015	edc	-79
Wed Jul  1 16:26:02 2015	edc	-72
Wed Jul  1 16:26:02 2015	Manu ka Mac	-72
Wed Jul  1 16:26:12 2015	edc	-73
Wed Jul  1 16:26:12 2015	Nokia108	-81
Wed Jul  1 16:26:22 2015	S5610	-80
Wed Jul  1 16:26:22 2015	Nokia108	-74
Wed Jul  1 16:26:22 2015	Manu ka Mac	-74
Wed Jul  1 16:26:33 2015	Manu ka Mac	-72
Wed Jul  1 16:26:33 2015	S5610	-78
Wed Jul  1 16:26:33 2015	Nokia108	-79
Wed Jul  1 16:26:43 2015	Nokia108	-76
Wed Jul  1 16:26:43 2015	edc	-79
Wed Jul  1 16:26:53 2015	edc	-73
Wed Jul  1 16:26:53 2015	S5610	-76
Wed Jul  1 16:26:53 2015	Nokia108	-73
Wed Jul  1 16:27:04 2015	Nokia108	-75
Wed Jul  1 16:27:04 2015	edc	-76
Wed Jul  1 16:27:04 2015	S5610	-84
Wed Jul  1 16:27:14 2015	Manu ka Mac	-74
Wed Jul  1 16:27:14 2015	Nokia108	-76
Wed Jul  1 16:27:14 2015	Manu ka Mac	-73
Wed Jul  1 16:27:35 2015	Nokia108	-78
Wed Jul  1 16:27:45 2015	Nokia108	-77
Wed Jul  1 16:27:45 2015	Manu ka Mac	-73
Wed Jul  1 16:27:45 2015	edc	-73
Wed Jul  1 16:27:56 2015	Nokia108	-80
Wed Jul  1 16:28:16 2015	edc	-72
Wed Jul  1 16:28:16 2015	Nokia108	-77
Wed Jul  1 16:28:16 2015	Manu ka Mac	-74
Wed Jul  1 16:28:27 2015	S5610	-81
Wed Jul  1 16:28:27 2015	edc	-79
Wed Jul  1 16:28:37 2015	Nokia108	-81
Wed Jul  1 16:28:48 2015	Manu ka Mac	-76
Wed Jul  1 16:28:48 2015	S5610	-73
Wed Jul  1 16:28:58 2015	Manu ka Mac	-75
Wed Jul  1 16:28:58 2015	Nokia108	-79
Wed Jul  1 16:29:08 2015	Nokia108	-79
Wed Jul  1 16:29:08 2015	Manu ka Mac	-75
Wed Jul  1 16:29:08 2015	S5610	-81
Wed Jul  1 16:29:19 2015	Nokia108	-79
Wed Jul  1 16:29:19 2015	S5610	-73
Wed Jul  1 16:29:29 2015	edc	-72
Wed Jul  1 16:29:29 2015	Manu ka Mac	-73
Wed Jul  1 16:29:39 2015	edc	-72
Wed Jul  1 16:29:39 2015	Manu ka Mac	-76
Wed Jul  1 16:29:50 2015	S5610	-78
Wed Jul  1 16:30:00 2015	S5610	-73
Wed Jul  1 16:30:00 2015	Nokia108	-78
Wed Jul  1 16:30:10 2015	Nokia108	-81
Wed Jul  1 16:30:10 2015	S5610	-73
Wed Jul  1 16:30:21 2015	S5610	-70
Wed Jul  1 16:30:21 2015	Manu ka Mac	-83
Wed Jul  1 16:30:31 2015	Nokia108	-78
Wed Jul  1 16:30:42 2015	S5610	-74
Wed Jul  1 16:30:42 2015	Nokia108	-76
Wed Jul  1 16:30:52 2015	S5610	-75
Wed Jul  1 16:30:52 2015	Nokia108	-79
Wed Jul  1 16:31:02 2015	Nokia108	-76
Wed Jul  1 16:31:13 2015	S5610	-76
Wed Jul  1 16:31:23 2015	Nokia108	-78
Wed Jul  1 16:31:23 2015	edc	-82
Wed Jul  1 16:31:33 2015	S5610	-73
Wed Jul  1 16:31:44 2015	S5610	-79
Wed Jul  1 16:31:54 2015	S5610	-77
Wed Jul  1 16:32:15 2015	edc	-77
Wed Jul  1 16:32:15 2015	S5610	-75
Wed Jul  1 16:32:25 2015	S5610	-73
Wed Jul  1 16:32:25 2015	edc	-77
Wed Jul  1 16:32:36 2015	edc	-79
Wed Jul  1 16:32:36 2015	edc	-72
Wed Jul  1 16:32:46 2015	Manu ka Mac	-78
Wed Jul  1 16:32:56 2015	Manu ka Mac	-71
Wed Jul  1 16:33:07 2015	edc	-79
Wed Jul  1 16:33:27 2015	Nokia108	-79
Wed Jul  1 16:33:27 2015	S5610	-74
Wed Jul  1 16:33:27 2015	Manu ka Mac	-80
Wed Jul  1 16:33:38 2015	Manu ka Mac	-79
Wed Jul  1 16:33:38 2015	Nokia108	-82
Wed Jul  1 16:33:48 2015	Manu ka Mac	-78
Wed Jul  1 16:33:48 2015	edc	-78
Wed Jul  1 16:33:48 2015	edc	-79
Wed Jul  1 16:33:59 2015	edc	-74
Wed Jul  1 16:33:59 2015	S5610	-73
Wed Jul  1 16:33:59 2015	Manu ka Mac	-73
Wed Jul  1 16:34:09 2015	edc	-73
Wed Jul  1 16:34:09 2015	edc	-74
Wed Jul  1 16:34:19 2015	Nokia108	-82
Wed Jul  1 16:34:19 2015	edc	-79
Wed Jul  1 16:34:19 2015	Manu ka Mac	-74
Wed Jul  1 16:34:19 2015	S5610	-78
Wed Jul  1 16:34:19 2015	Nokia108	-78
Wed Jul  1 16:34:30 2015	Nokia108	-77
Wed Jul  1 16:34:30 2015	edc	-72
Wed Jul  1 16:34:30 2015	edc	-71
Wed Jul  1 16:34:40 2015	Nokia108	-81
Wed Jul  1 16:34:40 2015	Manu ka Mac	-78
Wed Jul  1 16:34:40 2015	edc	-73
Wed Jul  1 16:34:50 2015	Manu ka Mac	-76
Wed Jul  1 16:34:50 2015	edc	-75
Wed Jul  1 16:35:22 2015	Nokia108	-78
Wed Jul  1 16:35:22 2015	Manu ka Mac	-79
Wed Jul  1 16:35:22 2015	edc	-78
Wed Jul  1 16:35:53 2015	edc	-82
Wed Jul  1 16:35:53 2015	S5610	-77
Wed Jul  1 16:35:53 2015	Nokia108	-77
Wed Jul  1 16:36:03 2015	Nokia108	-76
Wed Jul  1 16:36:03 2015	S5610	-82
Wed Jul  1 16:36:03 2015	S5610	-79
Wed Jul  1 16:36:03 2015	Manu ka Mac	-79
Wed Jul  1 16:36:13 2015	S5610	-73
Wed Jul  1 16:36:13 2015	Manu ka Mac	-73
Wed Jul  1 16:36:13 2015	edc	-75
Wed Jul  1 16:36:13 2015	edc	-76
Wed Jul  1 16:36:24 2015	Manu ka Mac	-76
Wed Jul  1 16:36:24 2015	Nokia108	-78
Wed Jul  1 16:36:24 2015	edc	-70
Wed Jul  1 16:36:24 2015	S5610	-79
Wed Jul  1 16:36:34 2015	Nokia108	-84
Wed Jul  1 16:36:34 2015	edc	-77
Wed Jul  1 16:37:05 2015	Manu ka Mac	-78
Wed Jul  1 16:37:05 2015	edc	-79
Wed Jul  1 16:37:16 2015	Nokia108	-77
Wed Jul  1 16:37:47 2015	Nokia108	-77
Wed Jul  1 16:37:57 2015	edc	-74
Wed Jul  1 16:37:57 2015	S5610	-76
Wed Jul  1 16:38:07 2015	Manu ka Mac	-79
Wed Jul  1 16:38:07 2015	Nokia108	-75
Wed Jul  1 16:38:18 2015	Manu ka Mac	-78
Wed Jul  1 16:38:39 2015	Nokia108	-73
Wed Jul  1 16:38:39 2015	S5610	-77
Wed Jul  1 16:38:39 2015	Manu ka Mac	-82
Wed Jul  1 16:38:49 2015	edc	-73
Wed Jul  1 16:38:59 2015	S5610	-83
Wed Jul  1 16:39:10 2015	S5610	-74
Wed Jul  1 16:39:20 2015	Nokia108	-78
Wed Jul  1 16:39:20 2015	Manu ka Mac	-76
Wed Jul  1 16:39:20 2015	S5610	-72
Wed Jul  1 16:39:30 2015	Nokia108	-76
Wed Jul  1 16:39:41 2015	edc	-73
Wed Jul  1 16:39:41 2015	S5610	-73
Wed Jul  1 16:39:51 2015	edc	-70
Wed Jul  1 16:39:51 2015	S5610	-72
Wed Jul  1 16:40:01 2015	S5610	-72
Wed Jul  1 16:40:01 2015	edc	-73
Wed Jul  1 16:40:01 2015	Manu ka Mac	-78
Wed Jul  1 16:40:12 2015	S5610	-71
Wed Jul  1 16:40:22 2015	Manu ka Mac	-79
Wed Jul  1 16:40:33 2015	S5610	-71
Wed Jul  1 16:40:33 2015	Manu ka Mac	-84
Wed Jul  1 16:40:43 2015	S5610	-73
Wed Jul  1 16:40:43 2015	edc	-74
Wed Jul  1 16:40:43 2015	edc	-73
Wed Jul  1 16:40:53 2015	Manu ka Mac	-79
Wed Jul  1 16:41:04 2015	S5610	-73
Wed Jul  1 16:41:14 2015	edc	-81
Wed Jul  1 16:41:14 2015	Nokia108	-83
Wed Jul  1 16:41:14 2015	Manu ka Mac	-79
Wed Jul  1 16:41:14 2015	S5610	-72
Wed Jul  1 16:41:24 2015	Manu ka Mac	-72
Wed Jul  1 16:41:24 2015	Manu ka Mac	-78
Wed Jul  1 16:41:24 2015	edc	-73
Wed Jul  1 16:41:24 2015	Nokia108	-78
Wed Jul  1 16:41:35 2015	edc	-68
Wed Jul  1 16:41:35 2015	edc	-73
Wed Jul  1 16:41:35 2015	Manu ka Mac	-76
Wed Jul  1 16:41:35 2015	Nokia108	-79
Wed Jul  1 16:41:45 2015	Manu ka Mac	-73
Wed Jul  1 16:41:56 2015	Nokia108	-80
Wed Jul  1 16:41:56 2015	S5610	-67
Wed Jul  1 16:42:06 2015	S5610	-73
Wed Jul  1 16:42:06 2015	edc	-71
Wed Jul  1 16:42:16 2015	S5610	-80
Wed Jul  1 16:42:16 2015	Manu ka Mac	-77
Wed Jul  1 16:42:27 2015	S5610	-78
Wed Jul  1 16:42:27 2015	Manu ka Mac	-79
Wed Jul  1 16:42:37 2015	Manu ka Mac	-74
Wed Jul  1 16:42:37 2015	S5610	-73
Wed Jul  1 16:42:47 2015	edc	-71
Wed Jul  1 16:42:47 2015	Manu ka Mac	-73
Wed Jul  1 16:42:47 2015	Nokia108	-82
Wed Jul  1 16:43:08 2015	Manu ka Mac	-82
Wed Jul  1 16:43:19 2015	Manu ka Mac	-76
Wed Jul  1 16:43:19 2015	Manu ka Mac	-77
Wed Jul  1 16:43:19 2015	edc	-70
Wed Jul  1 16:43:29 2015	Manu ka Mac	-75
Wed Jul  1 16:43:39 2015	Manu ka Mac	-73
Wed Jul  1 16:43:39 2015	S5610	-79
Wed Jul  1 16:43:50 2015	Nokia108	-79
Wed Jul  1 16:43:50 2015	S5610	-75
Wed Jul  1 16:43:50 2015	Nokia108	-80
Wed Jul  1 16:43:50 2015	edc	-73
Wed Jul  1 16:44:21 2015	edc	-73
Wed Jul  1 16:44:31 2015	Manu ka Mac	-81
Wed Jul  1 16:44:31 2015	edc	-75
Wed Jul  1 16:44:31 2015	Manu ka Mac	-72
Wed Jul  1 16:44:42 2015	Manu ka Mac	-76
Wed Jul  1 16:44:42 2015	S5610	-73
Wed Jul  1 16:44:52 2015	S5610	-76
Wed Jul  1 16:44:52 2015	edc	-65
Wed Jul  1 16:44:52 2015	Nokia108	-77
Wed Jul  1 16:45:02 2015	S5610	-74
Wed Jul  1 16:45:13 2015	Manu ka Mac	-79
Wed Jul  1 16:45:13 2015	edc	-70
Wed Jul  1 16:45:23 2015	Nokia108	-80
Wed Jul  1 16:45:23 2015	S5610	-79
Wed Jul  1 16:45:23 2015	edc	-73
Wed Jul  1 16:45:23 2015	Manu ka Mac	-76
Wed Jul  1 16:45:33 2015	S5610	-78
Wed Jul  1 16:45:44 2015	S5610	-77
Wed Jul  1 16:45:54 2015	Manu ka Mac	-79
Wed Jul  1 16:46:05 2015	S5610	-76
Wed Jul  1 16:46:05 2015	Nokia108	-80
Wed Jul  1 16:46:15 2015	edc	-80
Wed Jul  1 16:46:25 2015	edc	-72
Wed Jul  1 16:46:25 2015	S5610	-76
Wed Jul  1 16:46:46 2015	edc	-70
Wed Jul  1 16:47:07 2015	Manu ka Mac	-82
Wed Jul  1 16:47:07 2015	S5610	-79
Wed Jul  1 16:47:27 2015	edc	-71
Wed Jul  1 16:47:48 2015	edc	-68
Wed Jul  1 16:47:59 2015	Manu ka Mac	-80
Wed Jul  1 16:47:59 2015	Nokia108	-80
Wed Jul  1 16:48:09 2015	Nokia108	-79
Wed Jul  1 16:48:19 2015	Nokia108	-80
Wed Jul  1 16:48:19 2015	S5610	-78
Wed Jul  1 16:48:30 2015	S5610	-79
Wed Jul  1 16:48:30 2015	edc	-73
Wed Jul  1 16:48:30 2015	edc	-72
Wed Jul  1 16:48:40 2015	Nokia108	-82
Wed Jul  1 16:48:40 2015	Manu ka Mac	-76
Wed Jul  1 16:49:27 2015	edc	-77
Wed Jul  1 16:49:27 2015	edc	-75
Wed Jul  1 16:49:27 2015	Nokia108	-79
Wed Jul  1 16:49:39 2015	-62
Wed Jul  1 16:49:50 2015	K610i	-61
Wed Jul  1 16:50:00 2015	K610i	-62
Wed Jul  1 16:50:00 2015	edc	-76
Wed Jul  1 16:50:00 2015	Nokia108	-79
Wed Jul  1 16:50:10 2015	K610i	-63
Wed Jul  1 16:50:21 2015	K610i	-62
Wed Jul  1 16:50:21 2015	Nokia108	-79
Wed Jul  1 16:50:31 2015	S5610	-72
Wed Jul  1 16:50:31 2015	K610i	-63
Wed Jul  1 16:50:41 2015	K610i	-63
Wed Jul  1 16:50:41 2015	edc	-75
Wed Jul  1 16:50:52 2015	edc	-73
Wed Jul  1 16:50:52 2015	K610i	-64
Wed Jul  1 16:51:02 2015	K610i	-67
Wed Jul  1 16:51:02 2015	edc	-71
Wed Jul  1 16:51:02 2015	Nokia108	-74
Wed Jul  1 16:51:13 2015	Nokia108	-75
Wed Jul  1 16:51:13 2015	K610i	-67
Wed Jul  1 16:51:23 2015	K610i	-66
Wed Jul  1 16:51:23 2015	S5610	-75
Wed Jul  1 16:51:33 2015	Nokia108	-71
Wed Jul  1 16:51:33 2015	edc	-71
Wed Jul  1 16:51:44 2015	Nokia108	-75
Wed Jul  1 16:51:44 2015	K610i	-69
Wed Jul  1 16:51:44 2015	edc	-72
Wed Jul  1 16:51:54 2015	Nokia108	-82
Wed Jul  1 16:51:54 2015	K610i	-68
Wed Jul  1 16:51:54 2015	edc	-80
Wed Jul  1 16:52:04 2015	Nokia108	-80
Wed Jul  1 16:52:04 2015	edc	-71
Wed Jul  1 16:52:04 2015	Nokia108	-76
Wed Jul  1 16:52:04 2015	K610i	-69
Wed Jul  1 16:52:15 2015	Nokia108	-79
Wed Jul  1 16:52:25 2015	Nokia108	-83
Wed Jul  1 16:52:25 2015	K610i	-72
Wed Jul  1 16:52:46 2015	edc	-78
Wed Jul  1 16:52:46 2015	K610i	-72
Wed Jul  1 16:52:56 2015	Nokia108	-75
Wed Jul  1 16:52:56 2015	K610i	-72
Wed Jul  1 16:53:07 2015	K610i	-73
Wed Jul  1 16:53:07 2015	Nokia108	-84
Wed Jul  1 16:53:17 2015	K610i	-73
Wed Jul  1 16:53:27 2015	edc	-73
Wed Jul  1 16:53:27 2015	Nokia108	-74
Wed Jul  1 16:53:38 2015	Nokia108	-84
Wed Jul  1 16:53:38 2015	edc	-72
Wed Jul  1 16:53:48 2015	K610i	-72
Wed Jul  1 16:53:48 2015	edc	-72
Wed Jul  1 16:53:48 2015	Manu ka Mac	-80
Wed Jul  1 16:53:48 2015	S5610	-83
Wed Jul  1 16:53:48 2015	Manu ka Mac	-78
Wed Jul  1 16:53:58 2015	K610i	-71
Wed Jul  1 16:53:58 2015	Nokia108	-79
Wed Jul  1 16:54:09 2015	K610i	-72
Wed Jul  1 16:54:09 2015	Manu ka Mac	-79
Wed Jul  1 16:54:09 2015	Nokia108	-73
Wed Jul  1 16:54:19 2015	K610i	-70
Wed Jul  1 16:54:30 2015	edc	-71
Wed Jul  1 16:54:40 2015	K610i	-69
Wed Jul  1 16:54:50 2015	Manu ka Mac	-80
Wed Jul  1 16:54:50 2015	Nokia108	-79
Wed Jul  1 16:55:01 2015	edc	-71
Wed Jul  1 16:55:01 2015	Manu ka Mac	-78
Wed Jul  1 16:55:01 2015	Nokia108	-76
Wed Jul  1 16:55:21 2015	K610i	-67
Wed Jul  1 16:55:21 2015	edc	-71
Wed Jul  1 16:55:32 2015	K610i	-69
Wed Jul  1 16:55:32 2015	Nokia108	-79
Wed Jul  1 16:55:32 2015	Manu ka Mac	-82
Wed Jul  1 16:55:42 2015	Nokia108	-85
Wed Jul  1 16:55:42 2015	K610i	-70
Wed Jul  1 16:55:53 2015	Nokia108	-84
Wed Jul  1 16:55:53 2015	K610i	-68
Wed Jul  1 16:56:03 2015	K610i	-70
Wed Jul  1 16:56:13 2015	K610i	-70
Wed Jul  1 16:56:13 2015	Manu ka Mac	-76
Wed Jul  1 16:56:13 2015	edc	-71
Wed Jul  1 16:56:44 2015	S5610	-79
Wed Jul  1 16:56:55 2015	edc	-73
Wed Jul  1 16:57:05 2015	K610i	-66
Wed Jul  1 16:57:16 2015	K610i	-67
Wed Jul  1 16:57:16 2015	Nokia108	-73
Wed Jul  1 16:57:26 2015	K610i	-68
Wed Jul  1 16:57:26 2015	S5610	-76
Wed Jul  1 16:57:26 2015	edc	-73
Wed Jul  1 16:57:36 2015	edc	-74
Wed Jul  1 16:57:36 2015	Nokia108	-80
Wed Jul  1 16:57:47 2015	Nokia108	-76
Wed Jul  1 16:57:57 2015	Nokia108	-74
Wed Jul  1 16:57:57 2015	S5610	-75
Wed Jul  1 16:57:57 2015	K610i	-68
Wed Jul  1 16:57:57 2015	edc	-72
Wed Jul  1 16:58:07 2015	Nokia108	-77
Wed Jul  1 16:58:07 2015	edc	-78
Wed Jul  1 16:58:07 2015	edc	-73
Wed Jul  1 16:58:07 2015	K610i	-67
Wed Jul  1 16:58:18 2015	Nokia108	-76
Wed Jul  1 16:58:18 2015	K610i	-70
Wed Jul  1 16:58:28 2015	edc	-76
Wed Jul  1 16:58:28 2015	K610i	-67
Wed Jul  1 16:58:28 2015	edc	-75
Wed Jul  1 16:58:49 2015	S5610	-80
Wed Jul  1 16:58:49 2015	K610i	-64
Wed Jul  1 16:58:59 2015	S5610	-75
Wed Jul  1 16:58:59 2015	Nokia108	-78
Wed Jul  1 16:59:10 2015	K610i	-65
Wed Jul  1 16:59:10 2015	Manu ka Mac	-84
Wed Jul  1 16:59:10 2015	S5610	-79
Wed Jul  1 16:59:20 2015	K610i	-65
Wed Jul  1 16:59:20 2015	S5610	-75
Wed Jul  1 16:59:30 2015	Manu ka Mac	-82
Wed Jul  1 16:59:30 2015	edc	-73
Wed Jul  1 16:59:30 2015	S5610	-75
Wed Jul  1 16:59:41 2015	K610i	-64
Wed Jul  1 16:59:41 2015	S5610	-79
Wed Jul  1 16:59:51 2015	K610i	-64
Wed Jul  1 16:59:51 2015	edc	-79
Wed Jul  1 17:00:12 2015	edc	-79
Wed Jul  1 17:00:12 2015	Nokia108	-78
Wed Jul  1 17:00:12 2015	GX15	-79
Wed Jul  1 17:00:12 2015	K610i	-65
Wed Jul  1 17:00:22 2015	K610i	-63
Wed Jul  1 17:00:22 2015	GX15	-67
Wed Jul  1 17:00:33 2015	edc	-73
Wed Jul  1 17:00:33 2015	K610i	-63
Wed Jul  1 17:00:33 2015	Nokia108	-72
Wed Jul  1 17:00:33 2015	J10i	-71
Wed Jul  1 17:00:33 2015	J10i	-79
Wed Jul  1 17:00:43 2015	K610i	-64
Wed Jul  1 17:00:43 2015	Nokia108	-85
Wed Jul  1 17:00:43 2015	GX15	-67
Wed Jul  1 17:00:53 2015	GX15	-65
Wed Jul  1 17:00:53 2015	K610i	-64
Wed Jul  1 17:00:53 2015	edc	-72
Wed Jul  1 17:00:53 2015	S5610	-83
Wed Jul  1 17:01:04 2015	S5610	-79
Wed Jul  1 17:01:04 2015	GX15	-66
Wed Jul  1 17:01:04 2015	S5610	-78
Wed Jul  1 17:01:14 2015	Nokia108	-77
Wed Jul  1 17:01:14 2015	GX15	-67
Wed Jul  1 17:01:14 2015	K610i	-64
Wed Jul  1 17:01:25 2015	GX15	-60
Wed Jul  1 17:01:25 2015	K610i	-62
Wed Jul  1 17:01:25 2015	S5610	-78
Wed Jul  1 17:01:35 2015	GX15	-60
Wed Jul  1 17:01:35 2015	edc	-75
Wed Jul  1 17:01:35 2015	Nokia108	-76
Wed Jul  1 17:01:35 2015	K610i	-66
