Date	Device	Signal
Wed Jul  1 10:34:18 2015	edc	-65
Wed Jul  1 10:34:29 2015	S5610	-62
Wed Jul  1 10:34:29 2015	Nokia108	-57
Wed Jul  1 10:34:29 2015	GX15	-57
Wed Jul  1 10:34:39 2015	Nokia108	-66
Wed Jul  1 10:34:39 2015	GX15	-57
Wed Jul  1 10:34:39 2015	S5610	-64
Wed Jul  1 10:34:50 2015	GX15	-59
Wed Jul  1 10:34:50 2015	Nokia108	-63
Wed Jul  1 10:34:50 2015	J10i	-72
Wed Jul  1 10:34:50 2015	edc	-70
Wed Jul  1 10:35:00 2015	J10i	-79
Wed Jul  1 10:35:00 2015	Nokia108	-61
Wed Jul  1 10:35:00 2015	S5610	-61
Wed Jul  1 10:35:00 2015	J10i	-77
Wed Jul  1 10:35:00 2015	GX15	-64
Wed Jul  1 10:35:10 2015	S5610	-58
Wed Jul  1 10:35:10 2015	Nokia108	-62
Wed Jul  1 10:35:10 2015	GX15	-71
Wed Jul  1 10:35:21 2015	Nokia108	-64
Wed Jul  1 10:35:21 2015	S5610	-53
Wed Jul  1 10:35:21 2015	edc	-64
Wed Jul  1 10:35:21 2015	Xperia Mini	-72
Wed Jul  1 10:35:31 2015	GX15	-70
Wed Jul  1 10:35:41 2015	edc	-63
Wed Jul  1 10:35:41 2015	GX15	-68
Wed Jul  1 10:35:41 2015	Nokia108	-72
Wed Jul  1 10:35:41 2015	J10i	-78
Wed Jul  1 10:35:52 2015	S5610	-69
Wed Jul  1 10:35:52 2015	Nokia108	-73
Wed Jul  1 10:35:52 2015	edc	-64
Wed Jul  1 10:35:52 2015	GX15	-68
Wed Jul  1 10:36:02 2015	Nokia108	-72
Wed Jul  1 10:36:02 2015	GX15	-59
Wed Jul  1 10:36:02 2015	J10i	-79
Wed Jul  1 10:36:02 2015	S5610	-64
Wed Jul  1 10:36:13 2015	GX15	-59
Wed Jul  1 10:36:13 2015	S5610	-62
Wed Jul  1 10:36:13 2015	Nokia108	-63
Wed Jul  1 10:36:13 2015	edc	-64
Wed Jul  1 10:36:23 2015	GX15	-59
Wed Jul  1 10:36:33 2015	edc	-66
Wed Jul  1 10:36:33 2015	Nokia108	-64
Wed Jul  1 10:36:33 2015	J10i	-78
Wed Jul  1 10:36:44 2015	edc	-64
Wed Jul  1 10:36:44 2015	GX15	-66
Wed Jul  1 10:36:44 2015	Nokia108	-65
Wed Jul  1 10:36:54 2015	GX15	-70
Wed Jul  1 10:36:54 2015	S5610	-68
Wed Jul  1 10:36:54 2015	Nokia108	-78
Wed Jul  1 10:37:04 2015	Nokia108	-65
Wed Jul  1 10:37:04 2015	GX15	-66
Wed Jul  1 10:37:04 2015	S5610	-60
Wed Jul  1 10:37:04 2015	edc	-64
Wed Jul  1 10:37:15 2015	S5610	-78
Wed Jul  1 10:37:15 2015	GX15	-65
Wed Jul  1 10:37:15 2015	S5610	-69
Wed Jul  1 10:37:15 2015	Nokia108	-71
Wed Jul  1 10:37:15 2015	edc	-69
Wed Jul  1 10:37:25 2015	edc	-64
Wed Jul  1 10:37:25 2015	Nokia108	-71
Wed Jul  1 10:37:25 2015	S5610	-74
Wed Jul  1 10:37:35 2015	Nokia108	-47
Wed Jul  1 10:37:35 2015	edc	-64
Wed Jul  1 10:37:35 2015	GX15	-66
Wed Jul  1 10:37:46 2015	GX15	-70
Wed Jul  1 10:37:46 2015	Nokia108	-70
Wed Jul  1 10:37:46 2015	S5610	-72
Wed Jul  1 10:37:46 2015	edc	-67
Wed Jul  1 10:37:56 2015	GX15	-69
Wed Jul  1 10:37:56 2015	edc	-69
Wed Jul  1 10:37:56 2015	J10i	-79
Wed Jul  1 10:37:56 2015	Nokia108	-66
Wed Jul  1 10:37:56 2015	S5610	-63
Wed Jul  1 10:38:07 2015	Nokia108	-71
Wed Jul  1 10:38:07 2015	GX15	-72
Wed Jul  1 10:38:07 2015	edc	-64
Wed Jul  1 10:38:07 2015	J10i	-79
Wed Jul  1 10:38:17 2015	GX15	-74
Wed Jul  1 10:38:17 2015	J10i	-75
Wed Jul  1 10:38:17 2015	S5610	-60
Wed Jul  1 10:38:17 2015	Nokia108	-69
Wed Jul  1 10:38:27 2015	J10i	-82
Wed Jul  1 10:38:27 2015	S5610	-70
Wed Jul  1 10:38:27 2015	edc	-68
Wed Jul  1 10:38:27 2015	Nokia108	-67
Wed Jul  1 10:38:38 2015	S5610	-72
Wed Jul  1 10:38:38 2015	S5610	-68
Wed Jul  1 10:38:38 2015	GX15	-61
Wed Jul  1 10:38:38 2015	edc	-65
Wed Jul  1 10:38:48 2015	GX15	-63
Wed Jul  1 10:38:48 2015	S5610	-64
Wed Jul  1 10:38:48 2015	S5610	-65
Wed Jul  1 10:38:48 2015	J10i	-79
Wed Jul  1 10:38:58 2015	S5610	-63
Wed Jul  1 10:38:58 2015	GX15	-62
Wed Jul  1 10:38:58 2015	edc	-64
Wed Jul  1 10:39:09 2015	GX15	-64
Wed Jul  1 10:39:09 2015	S5610	-73
Wed Jul  1 10:39:19 2015	S5610	-58
Wed Jul  1 10:39:19 2015	edc	-65
Wed Jul  1 10:39:19 2015	GX15	-64
Wed Jul  1 10:39:30 2015	S5610	-67
Wed Jul  1 10:39:30 2015	GX15	-62
Wed Jul  1 10:39:30 2015	Nokia108	-64
Wed Jul  1 10:39:30 2015	S5610	-66
Wed Jul  1 10:39:40 2015	S5610	-67
Wed Jul  1 10:39:40 2015	edc	-66
Wed Jul  1 10:39:40 2015	edc	-67
Wed Jul  1 10:39:40 2015	GX15	-74
Wed Jul  1 10:39:50 2015	GX15	-69
Wed Jul  1 10:39:50 2015	Nokia108	-66
Wed Jul  1 10:39:50 2015	S5610	-59
Wed Jul  1 10:39:50 2015	edc	-63
Wed Jul  1 10:40:01 2015	GX15	-61
Wed Jul  1 10:40:01 2015	Nokia108	-66
Wed Jul  1 10:40:01 2015	edc	-65
Wed Jul  1 10:40:11 2015	S5610	-65
Wed Jul  1 10:40:11 2015	edc	-65
Wed Jul  1 10:40:21 2015	edc	-64
Wed Jul  1 10:40:21 2015	Nokia108	-67
Wed Jul  1 10:40:21 2015	GX15	-55
Wed Jul  1 10:40:32 2015	edc	-63
Wed Jul  1 10:40:32 2015	GX15	-53
Wed Jul  1 10:40:32 2015	Nokia108	-76
Wed Jul  1 10:40:42 2015	edc	-63
Wed Jul  1 10:40:42 2015	GX15	-57
Wed Jul  1 10:40:52 2015	edc	-69
Wed Jul  1 10:40:52 2015	GX15	-59
Wed Jul  1 10:41:03 2015	Nokia108	-69
Wed Jul  1 10:41:03 2015	GX15	-62
Wed Jul  1 10:41:13 2015	J10i	-80
Wed Jul  1 10:41:13 2015	GX15	-70
Wed Jul  1 10:41:13 2015	Nokia108	-72
Wed Jul  1 10:41:24 2015	Nokia108	-77
Wed Jul  1 10:41:24 2015	GX15	-67
Wed Jul  1 10:41:34 2015	edc	-63
Wed Jul  1 10:41:34 2015	edc	-64
Wed Jul  1 10:41:34 2015	Nokia108	-72
Wed Jul  1 10:41:44 2015	Nokia108	-73
Wed Jul  1 10:41:55 2015	edc	-66
Wed Jul  1 10:41:55 2015	Nokia108	-69
Wed Jul  1 10:42:05 2015	Nokia108	-65
Wed Jul  1 10:42:15 2015	Nokia108	-68
Wed Jul  1 10:42:26 2015	Nokia108	-67
Wed Jul  1 10:42:36 2015	edc	-65
Wed Jul  1 10:42:36 2015	Nokia108	-79
Wed Jul  1 10:42:47 2015	edc	-63
Wed Jul  1 10:42:47 2015	edc	-64
Wed Jul  1 10:42:57 2015	Nokia108	-73
Wed Jul  1 10:42:57 2015	S5610	-82
Wed Jul  1 10:42:57 2015	J10i	-78
Wed Jul  1 10:43:07 2015	S5610	-79
Wed Jul  1 10:43:07 2015	Nokia108	-71
Wed Jul  1 10:43:07 2015	J10i	-79
Wed Jul  1 10:43:18 2015	edc	-64
Wed Jul  1 10:43:18 2015	J10i	-83
Wed Jul  1 10:43:28 2015	Nokia108	-65
Wed Jul  1 10:43:28 2015	J10i	-76
Wed Jul  1 10:43:38 2015	Nokia108	-71
Wed Jul  1 10:43:49 2015	edc	-64
Wed Jul  1 10:43:49 2015	J10i	-81
Wed Jul  1 10:43:59 2015	edc	-63
Wed Jul  1 10:44:09 2015	edc	-64
Wed Jul  1 10:44:10 2015	Nokia108	-76
Wed Jul  1 10:44:20 2015	edc	-64
Wed Jul  1 10:44:30 2015	Nokia108	-74
Wed Jul  1 10:44:30 2015	S5610	-76
Wed Jul  1 10:44:30 2015	GX15	-69
Wed Jul  1 10:44:41 2015	Nokia108	-76
Wed Jul  1 10:44:41 2015	GX15	-73
Wed Jul  1 10:44:51 2015	Nokia108	-77
Wed Jul  1 10:44:51 2015	edc	-64
Wed Jul  1 10:45:01 2015	edc	-65
Wed Jul  1 10:45:01 2015	GX15	-64
Wed Jul  1 10:45:01 2015	Nokia108	-71
Wed Jul  1 10:45:12 2015	GX15	-55
Wed Jul  1 10:45:12 2015	S5610	-55
Wed Jul  1 10:45:12 2015	Nokia108	-78
Wed Jul  1 10:45:22 2015	GX15	-58
Wed Jul  1 10:45:22 2015	Nokia108	-76
Wed Jul  1 10:45:32 2015	edc	-68
Wed Jul  1 10:45:32 2015	J10i	-80
Wed Jul  1 10:45:43 2015	GX15	-56
Wed Jul  1 10:45:43 2015	Nokia108	-76
Wed Jul  1 10:45:53 2015	GX15	-56
Wed Jul  1 10:45:53 2015	edc	-63
Wed Jul  1 10:45:53 2015	edc	-64
Wed Jul  1 10:45:53 2015	S5610	-79
Wed Jul  1 10:46:04 2015	edc	-66
Wed Jul  1 10:46:04 2015	S5610	-58
Wed Jul  1 10:46:04 2015	GX15	-54
Wed Jul  1 10:46:04 2015	Nokia108	-74
Wed Jul  1 10:46:14 2015	S5610	-66
Wed Jul  1 10:46:14 2015	GX15	-71
Wed Jul  1 10:46:14 2015	edc	-64
Wed Jul  1 10:46:24 2015	edc	-63
Wed Jul  1 10:46:24 2015	GX15	-59
Wed Jul  1 10:46:24 2015	Nokia108	-78
Wed Jul  1 10:46:35 2015	S5610	-52
Wed Jul  1 10:46:35 2015	edc	-65
Wed Jul  1 10:46:35 2015	Nokia108	-73
Wed Jul  1 10:46:45 2015	S5610	-60
Wed Jul  1 10:46:45 2015	S5610	-62
Wed Jul  1 10:46:45 2015	GX15	-57
Wed Jul  1 10:46:45 2015	edc	-63
Wed Jul  1 10:46:45 2015	J10i	-75
Wed Jul  1 10:46:55 2015	J10i	-77
Wed Jul  1 10:46:55 2015	GX15	-58
Wed Jul  1 10:46:55 2015	J10i	-78
Wed Jul  1 10:46:55 2015	S5610	-63
Wed Jul  1 10:47:06 2015	GX15	-59
Wed Jul  1 10:47:06 2015	J10i	-84
Wed Jul  1 10:47:16 2015	S5610	-63
Wed Jul  1 10:47:16 2015	GX15	-56
Wed Jul  1 10:47:16 2015	edc	-65
Wed Jul  1 10:47:26 2015	S5610	-54
Wed Jul  1 10:47:26 2015	J10i	-77
Wed Jul  1 10:47:26 2015	GX15	-54
Wed Jul  1 10:47:26 2015	edc	-64
Wed Jul  1 10:47:37 2015	GX15	-59
Wed Jul  1 10:47:37 2015	S5610	-51
Wed Jul  1 10:47:37 2015	edc	-63
Wed Jul  1 10:47:37 2015	J10i	-80
Wed Jul  1 10:47:47 2015	Nokia108	-77
Wed Jul  1 10:47:47 2015	GX15	-57
Wed Jul  1 10:47:47 2015	S5610	-51
Wed Jul  1 10:47:47 2015	J10i	-76
Wed Jul  1 10:47:58 2015	S5610	-53
Wed Jul  1 10:47:58 2015	Nokia108	-73
Wed Jul  1 10:47:58 2015	GX15	-64
Wed Jul  1 10:47:58 2015	J10i	-81
Wed Jul  1 10:48:08 2015	S5610	-51
Wed Jul  1 10:48:08 2015	edc	-63
Wed Jul  1 10:48:08 2015	GX15	-66
Wed Jul  1 10:48:08 2015	J10i	-79
Wed Jul  1 10:48:18 2015	GX15	-65
Wed Jul  1 10:48:18 2015	Nokia108	-77
Wed Jul  1 10:48:18 2015	S5610	-62
Wed Jul  1 10:48:18 2015	Nokia108	-74
Wed Jul  1 10:48:18 2015	edc	-65
Wed Jul  1 10:48:29 2015	edc	-66
Wed Jul  1 10:48:29 2015	Nokia108	-74
Wed Jul  1 10:48:29 2015	GX15	-66
Wed Jul  1 10:48:39 2015	edc	-63
Wed Jul  1 10:48:39 2015	Nokia108	-78
Wed Jul  1 10:48:39 2015	S5610	-60
Wed Jul  1 10:48:49 2015	edc	-63
Wed Jul  1 10:48:49 2015	S5610	-60
Wed Jul  1 10:48:49 2015	GX15	-61
Wed Jul  1 10:49:00 2015	GX15	-59
Wed Jul  1 10:49:00 2015	S5610	-56
Wed Jul  1 10:49:10 2015	Nokia108	-74
Wed Jul  1 10:49:10 2015	S5610	-49
Wed Jul  1 10:49:19 2015	Nokia108	-77
Wed Jul  1 10:49:19 2015	GX15	-67
Wed Jul  1 10:49:19 2015	S5610	-66
Wed Jul  1 11:15:25 2015	edc	-69
Wed Jul  1 11:15:25 2015	GX15	-68
Wed Jul  1 11:15:25 2015	S5610	-67
Wed Jul  1 11:15:35 2015	GX15	-65
Wed Jul  1 11:15:35 2015	edc	-67
Wed Jul  1 11:15:52 2015	Nokia108	-67
Wed Jul  1 11:15:52 2015	GX15	-67
Wed Jul  1 11:15:52 2015	edc	-69
Wed Jul  1 11:16:02 2015	S5610	-71
Wed Jul  1 11:16:02 2015	Nokia108	-64
Wed Jul  1 11:16:02 2015	GX15	-63
Wed Jul  1 11:16:02 2015	edc	-65
Wed Jul  1 11:16:13 2015	GX15	-64
Wed Jul  1 11:16:13 2015	S5610	-62
Wed Jul  1 11:16:13 2015	Nokia108	-61
Wed Jul  1 11:16:23 2015	Apple Bluetooth Device	-78
Wed Jul  1 11:16:23 2015	GX15	-68
Wed Jul  1 11:16:23 2015	S5610	-65
Wed Jul  1 11:16:23 2015	Nokia108	-63
Wed Jul  1 11:16:34 2015	edc	-64
Wed Jul  1 11:16:34 2015	S5610	-60
Wed Jul  1 11:16:34 2015	Apple Bluetooth Device	-77
Wed Jul  1 11:16:34 2015	GX15	-63
Wed Jul  1 11:16:44 2015	S5610	-62
Wed Jul  1 11:16:44 2015	GX15	-63
Wed Jul  1 11:16:44 2015	Apple Bluetooth Device	-77
Wed Jul  1 11:16:44 2015	Nokia108	-65
Wed Jul  1 11:16:44 2015	Nokia108	-63
Wed Jul  1 11:16:54 2015	S5610	-63
Wed Jul  1 11:16:54 2015	edc	-66
Wed Jul  1 11:16:54 2015	GX15	-62
Wed Jul  1 11:17:05 2015	S5610	-62
Wed Jul  1 11:17:05 2015	edc	-64
Wed Jul  1 11:17:15 2015	Nokia108	-64
Wed Jul  1 11:17:15 2015	GX15	-63
Wed Jul  1 11:17:15 2015	S5610	-68
Wed Jul  1 11:17:25 2015	S5610	-67
Wed Jul  1 11:17:25 2015	Nokia108	-62
Wed Jul  1 11:17:25 2015	edc	-66
Wed Jul  1 11:17:36 2015	GX15	-72
Wed Jul  1 11:17:36 2015	S5610	-65
Wed Jul  1 11:17:36 2015	edc	-67
Wed Jul  1 11:17:46 2015	GX15	-71
Wed Jul  1 11:17:56 2015	S5610	-67
Wed Jul  1 11:17:56 2015	GX15	-68
Wed Jul  1 11:17:56 2015	Nokia108	-68
Wed Jul  1 11:17:56 2015	edc	-72
Wed Jul  1 11:17:56 2015	edc	-70
Wed Jul  1 11:18:07 2015	GX15	-67
Wed Jul  1 11:18:07 2015	Nokia108	-65
Wed Jul  1 11:18:17 2015	Nokia108	-67
Wed Jul  1 11:18:17 2015	edc	-72
Wed Jul  1 11:18:24 2015	Nokia108	-65
Wed Jul  1 11:19:28 2015	edc	-70
Wed Jul  1 11:19:28 2015	S5610	-64
Wed Jul  1 11:19:39 2015	S5610	-63
Wed Jul  1 11:19:39 2015	edc	-67
Wed Jul  1 11:19:49 2015	GX15	-64
Wed Jul  1 11:19:49 2015	Nokia108	-60
Wed Jul  1 11:19:49 2015	edc	-65
Wed Jul  1 11:19:49 2015	S5610	-54
Wed Jul  1 11:19:59 2015	Feild?s MacBook Pro	-64
Wed Jul  1 11:19:59 2015	Nokia108	-72
Wed Jul  1 11:19:59 2015	GX15	-67
Wed Jul  1 11:19:59 2015	Apple Bluetooth Device	-79
Wed Jul  1 11:20:10 2015	Feild?s MacBook Pro	-64
Wed Jul  1 11:20:10 2015	edc	-67
Wed Jul  1 11:20:10 2015	-73
Wed Jul  1 11:20:10 2015	GX15	-72
Wed Jul  1 11:20:10 2015	Nokia108	-72
Wed Jul  1 11:20:10 2015	Apple Bluetooth Device	-77
Wed Jul  1 11:20:10 2015	S5610	-61
Wed Jul  1 11:20:20 2015	Nokia108	-72
Wed Jul  1 11:20:20 2015	Apple Bluetooth Device	-79
Wed Jul  1 11:20:20 2015	Apple Bluetooth Device	-71
Wed Jul  1 11:20:20 2015	Feild?s MacBook Pro	-70
Wed Jul  1 11:20:20 2015	S5610	-64
Wed Jul  1 11:20:20 2015	edc	-72
Wed Jul  1 11:20:31 2015	Nokia108	-66
Wed Jul  1 11:20:31 2015	GX15	-62
Wed Jul  1 11:20:31 2015	Apple Bluetooth Device	-78
Wed Jul  1 11:20:31 2015	S5610	-55
Wed Jul  1 11:20:31 2015	Feild?s MacBook Pro	-59
Wed Jul  1 11:20:41 2015	S5610	-60
Wed Jul  1 11:20:41 2015	GX15	-71
Wed Jul  1 11:20:41 2015	edc	-67
Wed Jul  1 11:20:41 2015	Apple Bluetooth Device	-79
Wed Jul  1 11:20:41 2015	Apple Bluetooth Device	-71
Wed Jul  1 11:20:41 2015	Nokia108	-74
Wed Jul  1 11:20:41 2015	J10i	-79
Wed Jul  1 11:20:51 2015	GX15	-65
Wed Jul  1 11:20:51 2015	Feild?s MacBook Pro	-57
Wed Jul  1 11:20:51 2015	Apple Bluetooth Device	-79
Wed Jul  1 11:20:51 2015	edc	-66
Wed Jul  1 11:21:02 2015	edc	-65
Wed Jul  1 11:21:02 2015	Apple Bluetooth Device	-71
Wed Jul  1 11:21:02 2015	GX15	-65
Wed Jul  1 11:21:02 2015	Feild?s MacBook Pro	-56
Wed Jul  1 11:21:02 2015	Nokia108	-70
Wed Jul  1 11:21:02 2015	S5610	-60
Wed Jul  1 11:21:12 2015	GX15	-63
Wed Jul  1 11:21:12 2015	Feild?s MacBook Pro	-56
Wed Jul  1 11:21:12 2015	S5610	-63
Wed Jul  1 11:21:12 2015	S5610	-59
Wed Jul  1 11:21:23 2015	S5610	-47
Wed Jul  1 11:21:23 2015	Feild?s MacBook Pro	-58
Wed Jul  1 11:21:23 2015	GX15	-67
Wed Jul  1 11:21:23 2015	Nokia108	-78
Wed Jul  1 11:21:33 2015	GX15	-64
Wed Jul  1 11:21:33 2015	S5610	-66
Wed Jul  1 11:21:33 2015	Nokia108	-70
Wed Jul  1 11:21:33 2015	Feild?s MacBook Pro	-52
Wed Jul  1 11:21:43 2015	GX15	-66
Wed Jul  1 11:21:43 2015	Nokia108	-68
Wed Jul  1 11:21:43 2015	S5610	-67
Wed Jul  1 11:21:43 2015	Apple Bluetooth Device	-80
Wed Jul  1 11:21:54 2015	Feild?s MacBook Pro	-59
Wed Jul  1 11:21:54 2015	Nokia108	-72
Wed Jul  1 11:21:54 2015	edc	-66
Wed Jul  1 11:21:54 2015	Apple Bluetooth Device	-78
Wed Jul  1 11:21:54 2015	S5610	-62
Wed Jul  1 11:22:04 2015	S5610	-55
Wed Jul  1 11:22:04 2015	GX15	-63
Wed Jul  1 11:22:04 2015	Apple Bluetooth Device	-78
Wed Jul  1 11:22:04 2015	Nokia108	-79
Wed Jul  1 11:22:04 2015	edc	-65
Wed Jul  1 11:22:14 2015	GX15	-63
Wed Jul  1 11:22:14 2015	S5610	-63
Wed Jul  1 11:22:14 2015	Feild?s MacBook Pro	-57
Wed Jul  1 11:22:14 2015	edc	-67
Wed Jul  1 11:22:25 2015	Feild?s MacBook Pro	-52
Wed Jul  1 11:22:25 2015	edc	-67
Wed Jul  1 11:22:25 2015	GX15	-62
Wed Jul  1 11:22:25 2015	Apple Bluetooth Device	-79
Wed Jul  1 11:22:25 2015	S5610	-62
Wed Jul  1 11:22:35 2015	GX15	-67
Wed Jul  1 11:22:35 2015	S5610	-59
Wed Jul  1 11:22:35 2015	Feild?s MacBook Pro	-57
Wed Jul  1 11:22:35 2015	edc	-68
Wed Jul  1 11:22:46 2015	Feild?s MacBook Pro	-59
Wed Jul  1 11:22:46 2015	Nokia108	-77
Wed Jul  1 11:22:46 2015	edc	-68
Wed Jul  1 11:22:46 2015	GX15	-64
Wed Jul  1 11:22:56 2015	GX15	-66
Wed Jul  1 11:22:56 2015	S5610	-60
Wed Jul  1 11:22:56 2015	Feild?s MacBook Pro	-54
Wed Jul  1 11:22:56 2015	Nokia108	-72
Wed Jul  1 11:22:56 2015	edc	-64
Wed Jul  1 11:23:06 2015	Feild?s MacBook Pro	-55
Wed Jul  1 11:23:06 2015	Feild?s MacBook Pro	-60
Wed Jul  1 11:23:06 2015	S5610	-64
Wed Jul  1 11:23:06 2015	S5610	-62
Wed Jul  1 11:23:06 2015	GX15	-66
Wed Jul  1 11:23:06 2015	Nokia108	-72
Wed Jul  1 11:23:17 2015	Feild?s MacBook Pro	-55
Wed Jul  1 11:23:17 2015	Nokia108	-74
Wed Jul  1 11:23:17 2015	S5610	-63
Wed Jul  1 11:23:17 2015	GX15	-63
Wed Jul  1 11:23:27 2015	S5610	-62
Wed Jul  1 11:23:27 2015	Nokia108	-74
Wed Jul  1 11:23:27 2015	Nokia108	-71
Wed Jul  1 11:23:27 2015	GX15	-71
Wed Jul  1 11:23:27 2015	Feild?s MacBook Pro	-54
Wed Jul  1 11:23:37 2015	Feild?s MacBook Pro	-55
Wed Jul  1 11:23:37 2015	edc	-64
Wed Jul  1 11:23:37 2015	GX15	-64
Wed Jul  1 11:23:37 2015	Nokia108	-71
Wed Jul  1 11:23:37 2015	S5610	-60
Wed Jul  1 11:23:48 2015	Feild?s MacBook Pro	-53
