Wed Jul  1 11:09:14 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:09:25 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:09:25 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -91    Icon = phone
Wed Jul  1 11:09:35 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -91    Icon = phone
Wed Jul  1 11:09:35 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:09:46 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:09:46 CEST 2015 [ 88:63:DF:8C:02:9E ]    Name = edc    Address = 88:63:DF:8C:02:9E    RSSI = -89    Icon = computer
Wed Jul  1 11:09:46 CEST 2015 [ 88:63:DF:8C:02:9E ]    Name = edc    Address = 88:63:DF:8C:02:9E    RSSI = -82    Icon = computer
Wed Jul  1 11:09:46 CEST 2015 [ 88:63:DF:8C:02:9E ]    Name = edc    Address = 88:63:DF:8C:02:9E    RSSI = -90    Icon = computer
Wed Jul  1 11:09:46 CEST 2015 [ 88:63:DF:8C:02:9E ]    Name = edc    Address = 88:63:DF:8C:02:9E    RSSI = -89    Icon = computer
Wed Jul  1 11:09:46 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:09:46 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:09:46 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:10:01 CEST 2015 [ E4:40:E2:C1:58:46 ]    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:10:02 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:10:12 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:10:12 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:10:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -83    Icon = phone
Wed Jul  1 11:10:23 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:10:33 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:10:33 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:10:33 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:10:54 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:10:54 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:11:15 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:11:15 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:11:15 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:11:15 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -90    Icon = phone
Wed Jul  1 11:11:26 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -89    Icon = phone
Wed Jul  1 11:11:26 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:11:26 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -92    Icon = phone
Wed Jul  1 11:11:47 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:11:57 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:12:08 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:12:08 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:12:08 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -87    Icon = phone
Wed Jul  1 11:12:18 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -84    Icon = phone
Wed Jul  1 11:12:18 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:12:18 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:12:18 CEST 2015 [ B8:8D:12:2D:F4:23 ]    Name = SEC02GJ54SDV7M    Address = B8:8D:12:2D:F4:23    RSSI = -91    Icon = computer
Wed Jul  1 11:14:24 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:14:24 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -88    Icon = phone
Wed Jul  1 11:14:40 CEST 2015 [ E4:40:E2:C1:58:46 ]    Address = E4:40:E2:C1:58:46    RSSI = -88    Icon = phone
Wed Jul  1 11:14:51 CEST 2015 [ 88:63:DF:8C:02:9E ]    Name = edc    Address = 88:63:DF:8C:02:9E    RSSI = -92    Icon = computer
Wed Jul  1 11:14:51 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -86    Icon = phone
Wed Jul  1 11:15:01 CEST 2015 [ 08:00:1F:ED:7D:47 ]    Name = GX15    Address = 08:00:1F:ED:7D:47    RSSI = -85    Icon = phone
Wed Jul  1 11:15:48 CEST 2015 [ E4:40:E2:C1:58:46 ]    Address = E4:40:E2:C1:58:46    RSSI = -90    Icon = phone
Wed Jul  1 11:16:30 CEST 2015 [ B8:8D:12:2D:F4:23 ]    Name = SEC02GJ54SDV7M    Address = B8:8D:12:2D:F4:23    RSSI = -90    Icon = computer
