Date	Device	Signal
Wed Jul  1 15:26:18 2015	S5610	-77
Wed Jul  1 15:26:29 2015	S5610	-72
Wed Jul  1 15:26:29 2015	edc	-80
Wed Jul  1 15:26:39 2015	edc	-80
Wed Jul  1 15:26:39 2015	S5610	-62
Wed Jul  1 15:26:39 2015	edc	-81
Wed Jul  1 15:26:49 2015	Nokia108	-72
Wed Jul  1 15:26:49 2015	edc	-79
Wed Jul  1 15:27:52 2015	edc	-77
Wed Jul  1 15:28:03 2015	Nokia108	-73
Wed Jul  1 15:28:24 2015	Nokia108	-77
Wed Jul  1 15:28:34 2015	Nokia108	-75
Wed Jul  1 15:28:45 2015	Nokia108	-78
Wed Jul  1 15:28:45 2015	S5610	-71
Wed Jul  1 15:29:16 2015	Nokia108	-76
Wed Jul  1 15:29:58 2015	S5610	-75
Wed Jul  1 15:30:09 2015	Nokia108	-77
Wed Jul  1 15:30:09 2015	S5610	-71
Wed Jul  1 15:30:19 2015	S5610	-67
Wed Jul  1 15:30:30 2015	Nokia108	-76
Wed Jul  1 15:30:40 2015	edc	-76
Wed Jul  1 15:30:40 2015	S5610	-69
Wed Jul  1 15:30:50 2015	edc	-75
Wed Jul  1 15:30:50 2015	edc	-74
Wed Jul  1 15:31:01 2015	edc	-78
Wed Jul  1 15:31:01 2015	S5610	-67
Wed Jul  1 15:31:01 2015	Nokia108	-77
Wed Jul  1 15:31:11 2015	S5610	-73
Wed Jul  1 15:31:22 2015	S5610	-73
Wed Jul  1 15:31:32 2015	edc	-74
Wed Jul  1 15:31:43 2015	S5610	-67
Wed Jul  1 15:31:43 2015	Nokia108	-84
Wed Jul  1 15:31:43 2015	Manu ka Mac	-81
Wed Jul  1 15:32:04 2015	S5610	-73
Wed Jul  1 15:32:14 2015	edc	-77
Wed Jul  1 15:32:25 2015	Manu ka Mac	-77
Wed Jul  1 15:32:25 2015	Nokia108	-76
Wed Jul  1 15:32:25 2015	S5610	-71
Wed Jul  1 15:32:35 2015	S5610	-72
Wed Jul  1 15:32:46 2015	Nokia108	-73
Wed Jul  1 15:33:07 2015	S5610	-65
Wed Jul  1 15:33:07 2015	Nokia108	-78
Wed Jul  1 15:33:17 2015	Nokia108	-78
Wed Jul  1 15:33:28 2015	S5610	-67
Wed Jul  1 15:33:48 2015	S5610	-72
Wed Jul  1 15:33:48 2015	Nokia108	-73
Wed Jul  1 15:33:59 2015	Manu ka Mac	-80
Wed Jul  1 15:33:59 2015	Nokia108	-73
Wed Jul  1 15:34:20 2015	Nokia108	-72
Wed Jul  1 15:34:30 2015	S5610	-64
Wed Jul  1 15:34:30 2015	Nokia108	-75
Wed Jul  1 15:34:41 2015	S5610	-71
Wed Jul  1 15:35:12 2015	edc	-74
Wed Jul  1 15:35:44 2015	S5610	-81
Wed Jul  1 15:36:15 2015	edc	-76
Wed Jul  1 15:36:15 2015	Nokia108	-73
Wed Jul  1 15:36:26 2015	edc	-79
Wed Jul  1 15:36:26 2015	S5610	-73
Wed Jul  1 15:36:36 2015	Nokia108	-77
Wed Jul  1 15:36:47 2015	Nokia108	-71
Wed Jul  1 15:36:47 2015	S5610	-70
Wed Jul  1 15:36:57 2015	Nokia108	-78
Wed Jul  1 15:36:57 2015	S5610	-65
Wed Jul  1 15:37:08 2015	edc	-73
Wed Jul  1 15:37:18 2015	Nokia108	-77
Wed Jul  1 15:37:18 2015	edc	-76
Wed Jul  1 15:37:29 2015	Nokia108	-76
Wed Jul  1 15:37:39 2015	Nokia108	-74
Wed Jul  1 15:37:39 2015	Manu ka Mac	-82
Wed Jul  1 15:37:50 2015	S5610	-66
Wed Jul  1 15:38:00 2015	S5610	-73
Wed Jul  1 15:38:11 2015	S5610	-72
Wed Jul  1 15:38:21 2015	S5610	-67
Wed Jul  1 15:38:21 2015	Nokia108	-76
Wed Jul  1 15:38:21 2015	Manu ka Mac	-77
Wed Jul  1 15:38:31 2015	S5610	-63
Wed Jul  1 15:38:31 2015	Nokia108	-77
Wed Jul  1 15:38:42 2015	S5610	-64
Wed Jul  1 15:38:42 2015	edc	-80
Wed Jul  1 15:38:52 2015	Nokia108	-73
Wed Jul  1 15:39:13 2015	S5610	-65
Wed Jul  1 15:39:13 2015	Manu ka Mac	-79
Wed Jul  1 15:39:24 2015	S5610	-65
Wed Jul  1 15:39:34 2015	Nokia108	-71
Wed Jul  1 15:39:34 2015	Manu ka Mac	-79
Wed Jul  1 15:39:45 2015	Manu ka Mac	-79
Wed Jul  1 15:39:55 2015	Manu ka Mac	-79
Wed Jul  1 15:40:06 2015	S5610	-65
Wed Jul  1 15:40:16 2015	Nokia108	-77
Wed Jul  1 15:40:16 2015	Nokia108	-74
Wed Jul  1 15:40:16 2015	Martina?s MacBook Pro	-83
Wed Jul  1 15:40:27 2015	Manu ka Mac	-83
Wed Jul  1 15:40:27 2015	S5610	-65
Wed Jul  1 15:40:27 2015	Manu ka Mac	-79
Wed Jul  1 15:40:48 2015	S5610	-68
Wed Jul  1 15:40:48 2015	Nokia108	-74
Wed Jul  1 15:40:58 2015	Nokia108	-74
Wed Jul  1 15:40:58 2015	edc	-78
Wed Jul  1 15:41:08 2015	Nokia108	-71
Wed Jul  1 15:41:19 2015	Nokia108	-73
Wed Jul  1 15:41:19 2015	edc	-82
Wed Jul  1 15:42:01 2015	S5610	-73
Wed Jul  1 15:42:01 2015	Nokia108	-72
Wed Jul  1 15:42:22 2015	Nokia108	-71
Wed Jul  1 15:42:53 2015	S5610	-70
Wed Jul  1 15:42:53 2015	S5610	-63
Wed Jul  1 15:43:14 2015	S5610	-64
Wed Jul  1 15:43:25 2015	edc	-77
Wed Jul  1 15:43:35 2015	Nokia108	-73
Wed Jul  1 15:43:46 2015	Nokia108	-82
Wed Jul  1 15:43:46 2015	S5610	-64
Wed Jul  1 15:43:46 2015	edc	-79
Wed Jul  1 15:43:46 2015	Manu ka Mac	-83
Wed Jul  1 15:43:56 2015	Nokia108	-73
Wed Jul  1 15:43:56 2015	edc	-79
Wed Jul  1 15:44:07 2015	edc	-77
Wed Jul  1 15:44:38 2015	Nokia108	-71
Wed Jul  1 15:44:49 2015	Nokia108	-74
Wed Jul  1 15:44:59 2015	S5610	-61
Wed Jul  1 15:44:59 2015	Manu ka Mac	-81
Wed Jul  1 15:44:59 2015	Nokia108	-72
Wed Jul  1 15:45:09 2015	S5610	-60
Wed Jul  1 15:45:09 2015	Nokia108	-77
Wed Jul  1 15:45:20 2015	S5610	-78
Wed Jul  1 15:46:12 2015	Nokia108	-70
Wed Jul  1 15:46:12 2015	Nokia108	-71
Wed Jul  1 15:46:44 2015	S5610	-77
Wed Jul  1 15:47:05 2015	S5610	-66
Wed Jul  1 15:47:36 2015	S5610	-65
Wed Jul  1 15:47:36 2015	edc	-74
Wed Jul  1 15:47:47 2015	edc	-79
Wed Jul  1 15:47:47 2015	Nokia108	-78
Wed Jul  1 15:47:57 2015	Nokia108	-79
Wed Jul  1 15:47:57 2015	S5610	-72
Wed Jul  1 15:47:57 2015	edc	-74
Wed Jul  1 15:48:29 2015	Nokia108	-79
Wed Jul  1 15:48:29 2015	edc	-74
Wed Jul  1 15:48:50 2015	Nokia108	-70
Wed Jul  1 15:49:00 2015	Nokia108	-79
Wed Jul  1 15:49:00 2015	edc	-78
Wed Jul  1 15:49:00 2015	S5610	-70
Wed Jul  1 15:49:00 2015	edc	-80
Wed Jul  1 15:49:21 2015	S5610	-74
Wed Jul  1 15:49:21 2015	S5610	-79
Wed Jul  1 15:49:31 2015	S5610	-73
Wed Jul  1 15:49:52 2015	Manu ka Mac	-82
Wed Jul  1 15:50:03 2015	S5610	-64
Wed Jul  1 15:50:34 2015	S5610	-79
Wed Jul  1 15:50:34 2015	Nokia108	-76
Wed Jul  1 15:50:45 2015	S5610	-70
Wed Jul  1 15:50:45 2015	Nokia108	-72
Wed Jul  1 15:51:07 2015	edc	-75
Wed Jul  1 15:51:07 2015	S5610	-64
Wed Jul  1 15:51:07 2015	-72
Wed Jul  1 15:51:18 2015	Anders?s MacBook Pro	-73
Wed Jul  1 15:51:18 2015	edc	-77
Wed Jul  1 15:51:28 2015	Anders?s MacBook Pro	-70
Wed Jul  1 15:51:28 2015	edc	-78
Wed Jul  1 15:51:28 2015	edc	-79
Wed Jul  1 15:51:28 2015	S5610	-72
Wed Jul  1 15:51:39 2015	Anders?s MacBook Pro	-74
Wed Jul  1 15:51:49 2015	edc	-76
Wed Jul  1 15:51:49 2015	edc	-75
Wed Jul  1 15:52:00 2015	S5610	-61
Wed Jul  1 15:52:10 2015	Nokia108	-72
Wed Jul  1 15:52:10 2015	S5610	-71
Wed Jul  1 15:52:21 2015	Nokia108	-80
Wed Jul  1 15:52:42 2015	Nokia108	-72
Wed Jul  1 15:52:42 2015	S5610	-65
Wed Jul  1 15:52:52 2015	edc	-78
Wed Jul  1 15:52:52 2015	edc	-79
Wed Jul  1 15:52:52 2015	Nokia108	-71
Wed Jul  1 15:53:03 2015	S5610	-61
Wed Jul  1 15:53:03 2015	edc	-79
Wed Jul  1 15:53:13 2015	Nokia108	-73
Wed Jul  1 15:53:24 2015	S5610	-70
Wed Jul  1 15:53:34 2015	edc	-80
Wed Jul  1 15:53:55 2015	S5610	-62
Wed Jul  1 15:54:05 2015	S5610	-62
Wed Jul  1 15:54:16 2015	S5610	-64
Wed Jul  1 15:54:26 2015	edc	-78
Wed Jul  1 15:54:47 2015	Nokia108	-76
Wed Jul  1 15:54:58 2015	Feild?s MacBook Pro	-69
Wed Jul  1 15:55:08 2015	S5610	-63
Wed Jul  1 15:55:19 2015	Nokia108	-81
Wed Jul  1 15:55:29 2015	Nokia108	-80
Wed Jul  1 15:55:40 2015	Manu ka Mac	-82
Wed Jul  1 15:55:40 2015	Nokia108	-79
Wed Jul  1 15:55:40 2015	Feild?s MacBook Pro	-69
Wed Jul  1 15:55:50 2015	Nokia108	-84
Wed Jul  1 15:55:50 2015	edc	-72
Wed Jul  1 15:55:50 2015	Nokia108	-78
Wed Jul  1 15:55:50 2015	S5610	-63
Wed Jul  1 15:56:01 2015	Nokia108	-74
Wed Jul  1 15:56:01 2015	S5610	-69
Wed Jul  1 15:56:11 2015	S5610	-64
Wed Jul  1 15:56:11 2015	Nokia108	-74
Wed Jul  1 15:56:22 2015	S5610	-73
Wed Jul  1 15:56:22 2015	Feild?s MacBook Pro	-70
Wed Jul  1 15:56:22 2015	Nokia108	-80
Wed Jul  1 15:56:32 2015	edc	-81
Wed Jul  1 15:56:32 2015	Nokia108	-78
Wed Jul  1 15:56:32 2015	Feild?s MacBook Pro	-71
Wed Jul  1 15:56:43 2015	Feild?s MacBook Pro	-72
Wed Jul  1 15:56:43 2015	edc	-76
Wed Jul  1 15:56:43 2015	S5610	-68
Wed Jul  1 15:56:53 2015	Nokia108	-78
Wed Jul  1 15:56:53 2015	Nokia108	-77
Wed Jul  1 15:56:53 2015	S5610	-67
Wed Jul  1 15:56:53 2015	S5610	-73
Wed Jul  1 15:57:04 2015	S5610	-62
Wed Jul  1 15:57:04 2015	Feild?s MacBook Pro	-69
Wed Jul  1 15:57:14 2015	Nokia108	-74
Wed Jul  1 15:57:25 2015	S5610	-74
Wed Jul  1 15:57:35 2015	Feild?s MacBook Pro	-66
Wed Jul  1 15:57:45 2015	Feild?s MacBook Pro	-61
Wed Jul  1 15:57:45 2015	Nokia108	-73
Wed Jul  1 15:58:27 2015	Feild?s MacBook Pro	-69
Wed Jul  1 15:58:27 2015	edc	-77
Wed Jul  1 15:58:59 2015	Nokia108	-76
Wed Jul  1 15:59:09 2015	Nokia108	-75
Wed Jul  1 15:59:20 2015	Nokia108	-79
Wed Jul  1 15:59:41 2015	Feild?s MacBook Pro	-64
Wed Jul  1 15:59:51 2015	Feild?s MacBook Pro	-69
Wed Jul  1 15:59:51 2015	Nokia108	-82
Wed Jul  1 16:00:02 2015	Nokia108	-76
Wed Jul  1 16:00:02 2015	Feild?s MacBook Pro	-64
Wed Jul  1 16:00:12 2015	Feild?s MacBook Pro	-63
Wed Jul  1 16:00:23 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:00:54 2015	Feild?s MacBook Pro	-80
Wed Jul  1 16:01:05 2015	Nokia108	-80
Wed Jul  1 16:01:15 2015	Nokia108	-79
Wed Jul  1 16:01:15 2015	edc	-80
Wed Jul  1 16:01:26 2015	Feild?s MacBook Pro	-68
Wed Jul  1 16:01:26 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:01:36 2015	Nokia108	-83
Wed Jul  1 16:01:47 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:01:57 2015	Manu ka Mac	-83
Wed Jul  1 16:01:57 2015	Feild?s MacBook Pro	-64
Wed Jul  1 16:02:07 2015	Nokia108	-73
Wed Jul  1 16:02:07 2015	Feild?s MacBook Pro	-65
Wed Jul  1 16:02:18 2015	Nokia108	-80
Wed Jul  1 16:02:28 2015	edc	-80
Wed Jul  1 16:02:39 2015	Nokia108	-79
Wed Jul  1 16:02:49 2015	Feild?s MacBook Pro	-66
Wed Jul  1 16:03:00 2015	Feild?s MacBook Pro	-67
Wed Jul  1 16:03:00 2015	Martina?s MacBook Pro	-85
Wed Jul  1 16:03:00 2015	Nokia108	-83
Wed Jul  1 16:03:10 2015	Feild?s MacBook Pro	-71
Wed Jul  1 16:03:31 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:03:42 2015	Nokia108	-80
Wed Jul  1 16:04:03 2015	Feild?s MacBook Pro	-65
Wed Jul  1 16:04:13 2015	Feild?s MacBook Pro	-75
Wed Jul  1 16:04:13 2015	edc	-78
Wed Jul  1 16:04:34 2015	Feild?s MacBook Pro	-68
Wed Jul  1 16:04:44 2015	Nokia108	-77
Wed Jul  1 16:04:55 2015	S5610	-68
Wed Jul  1 16:04:55 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:05:05 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:05:16 2015	Nokia108	-83
Wed Jul  1 16:05:26 2015	Feild?s MacBook Pro	-63
Wed Jul  1 16:05:26 2015	Nokia108	-80
Wed Jul  1 16:05:37 2015	S5610	-72
Wed Jul  1 16:05:37 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:05:47 2015	Nokia108	-78
Wed Jul  1 16:06:08 2015	Nokia108	-83
Wed Jul  1 16:06:19 2015	S5610	-66
Wed Jul  1 16:06:19 2015	Nokia108	-79
Wed Jul  1 16:06:29 2015	edc	-79
Wed Jul  1 16:06:29 2015	Nokia108	-74
Wed Jul  1 16:06:40 2015	S5610	-72
Wed Jul  1 16:06:40 2015	S5610	-70
Wed Jul  1 16:06:50 2015	Nokia108	-76
Wed Jul  1 16:06:50 2015	S5610	-64
Wed Jul  1 16:06:50 2015	Nokia108	-83
Wed Jul  1 16:06:50 2015	Feild?s MacBook Pro	-80
Wed Jul  1 16:07:01 2015	Nokia108	-84
Wed Jul  1 16:07:01 2015	Feild?s MacBook Pro	-80
Wed Jul  1 16:07:01 2015	edc	-83
Wed Jul  1 16:07:01 2015	Nokia108	-77
Wed Jul  1 16:07:11 2015	S5610	-65
Wed Jul  1 16:07:22 2015	Nokia108	-80
Wed Jul  1 16:07:32 2015	S5610	-65
Wed Jul  1 16:07:32 2015	S5610	-72
Wed Jul  1 16:07:32 2015	Nokia108	-76
Wed Jul  1 16:07:43 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:07:43 2015	Nokia108	-84
Wed Jul  1 16:07:43 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:07:43 2015	S5610	-69
Wed Jul  1 16:08:04 2015	S5610	-63
Wed Jul  1 16:08:14 2015	edc	-79
Wed Jul  1 16:08:14 2015	S5610	-73
Wed Jul  1 16:08:14 2015	Nokia108	-78
Wed Jul  1 16:08:14 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:08:25 2015	Nokia108	-80
Wed Jul  1 16:08:25 2015	S5610	-64
Wed Jul  1 16:08:35 2015	S5610	-74
Wed Jul  1 16:08:46 2015	Nokia108	-79
Wed Jul  1 16:08:46 2015	S5610	-79
Wed Jul  1 16:08:56 2015	Nokia108	-73
Wed Jul  1 16:08:56 2015	S5610	-65
Wed Jul  1 16:09:07 2015	Nokia108	-80
Wed Jul  1 16:09:07 2015	edc	-80
Wed Jul  1 16:09:17 2015	S5610	-64
Wed Jul  1 16:09:17 2015	Nokia108	-73
Wed Jul  1 16:09:28 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:09:38 2015	S5610	-65
Wed Jul  1 16:09:38 2015	Nokia108	-78
Wed Jul  1 16:09:49 2015	Nokia108	-77
Wed Jul  1 16:09:59 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:09:59 2015	S5610	-62
Wed Jul  1 16:10:10 2015	S5610	-66
Wed Jul  1 16:10:20 2015	S5610	-64
Wed Jul  1 16:10:20 2015	Nokia108	-78
Wed Jul  1 16:10:30 2015	S5610	-67
Wed Jul  1 16:10:41 2015	S5610	-62
Wed Jul  1 16:10:41 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:11:02 2015	Feild?s MacBook Pro	-80
Wed Jul  1 16:11:02 2015	S5610	-78
Wed Jul  1 16:11:02 2015	Nokia108	-82
Wed Jul  1 16:11:12 2015	Nokia108	-84
Wed Jul  1 16:11:12 2015	Nokia108	-78
Wed Jul  1 16:11:12 2015	S5610	-72
Wed Jul  1 16:11:23 2015	Nokia108	-73
Wed Jul  1 16:11:33 2015	edc	-76
Wed Jul  1 16:11:33 2015	S5610	-62
Wed Jul  1 16:11:44 2015	edc	-84
Wed Jul  1 16:11:44 2015	Nokia108	-76
Wed Jul  1 16:11:54 2015	S5610	-71
Wed Jul  1 16:11:54 2015	edc	-79
Wed Jul  1 16:11:54 2015	edc	-80
Wed Jul  1 16:12:05 2015	S5610	-62
Wed Jul  1 16:12:15 2015	S5610	-79
Wed Jul  1 16:12:26 2015	S5610	-63
Wed Jul  1 16:12:36 2015	S5610	-63
Wed Jul  1 16:12:47 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:12:47 2015	S5610	-67
Wed Jul  1 16:12:57 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:13:18 2015	Nokia108	-74
Wed Jul  1 16:13:18 2015	S5610	-70
Wed Jul  1 16:13:29 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:13:39 2015	S5610	-72
Wed Jul  1 16:13:39 2015	edc	-78
Wed Jul  1 16:13:39 2015	edc	-79
Wed Jul  1 16:13:39 2015	Nokia108	-77
Wed Jul  1 16:13:50 2015	Nokia108	-79
Wed Jul  1 16:13:50 2015	Nokia108	-78
Wed Jul  1 16:14:00 2015	S5610	-80
Wed Jul  1 16:14:21 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:14:31 2015	Nokia108	-79
Wed Jul  1 16:14:31 2015	S5610	-74
Wed Jul  1 16:14:31 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:14:52 2015	Nokia108	-82
Wed Jul  1 16:15:13 2015	Feild?s MacBook Pro	-75
Wed Jul  1 16:15:24 2015	edc	-79
Wed Jul  1 16:15:24 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:15:34 2015	S5610	-78
Wed Jul  1 16:15:34 2015	Nokia108	-79
Wed Jul  1 16:15:34 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:15:45 2015	Martina?s MacBook Pro	-82
Wed Jul  1 16:15:45 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:15:45 2015	S5610	-72
Wed Jul  1 16:15:55 2015	S5610	-65
Wed Jul  1 16:15:55 2015	Nokia108	-83
Wed Jul  1 16:16:06 2015	Nokia108	-78
Wed Jul  1 16:16:06 2015	S5610	-72
Wed Jul  1 16:16:16 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:16:16 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:16:27 2015	S5610	-68
Wed Jul  1 16:16:27 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:16:37 2015	Feild?s MacBook Pro	-78
Wed Jul  1 16:16:37 2015	Nokia108	-80
Wed Jul  1 16:16:37 2015	S5610	-56
Wed Jul  1 16:16:48 2015	Nokia108	-78
Wed Jul  1 16:16:58 2015	S5610	-70
Wed Jul  1 16:16:58 2015	Nokia108	-77
Wed Jul  1 16:16:58 2015	edc	-83
Wed Jul  1 16:16:58 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:17:08 2015	S5610	-67
Wed Jul  1 16:17:08 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:17:19 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:17:19 2015	S5610	-50
Wed Jul  1 16:17:29 2015	S5610	-52
Wed Jul  1 16:17:29 2015	edc	-81
Wed Jul  1 16:17:29 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:17:40 2015	S5610	-57
Wed Jul  1 16:17:40 2015	Nokia108	-78
Wed Jul  1 16:17:40 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:17:50 2015	S5610	-57
Wed Jul  1 16:18:01 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:18:11 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:18:11 2015	S5610	-59
Wed Jul  1 16:18:22 2015	S5610	-73
Wed Jul  1 16:18:22 2015	Nokia108	-73
Wed Jul  1 16:18:32 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:18:32 2015	Nokia108	-78
Wed Jul  1 16:18:43 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:18:43 2015	Nokia108	-76
Wed Jul  1 16:18:53 2015	S5610	-72
Wed Jul  1 16:19:04 2015	Nokia108	-79
Wed Jul  1 16:19:04 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:19:14 2015	S5610	-74
Wed Jul  1 16:19:14 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:19:14 2015	Nokia108	-82
Wed Jul  1 16:19:25 2015	S5610	-71
Wed Jul  1 16:19:25 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:19:35 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:19:35 2015	Martina?s MacBook Pro	-86
Wed Jul  1 16:19:35 2015	S5610	-78
Wed Jul  1 16:19:46 2015	S5610	-79
Wed Jul  1 16:19:56 2015	Nokia108	-76
Wed Jul  1 16:19:56 2015	S5610	-74
Wed Jul  1 16:20:07 2015	Feild?s MacBook Pro	-75
Wed Jul  1 16:20:17 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:20:17 2015	Nokia108	-73
Wed Jul  1 16:20:27 2015	edc	-81
Wed Jul  1 16:20:27 2015	Nokia108	-82
Wed Jul  1 16:20:27 2015	S5610	-73
Wed Jul  1 16:20:38 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:20:38 2015	Nokia108	-77
Wed Jul  1 16:20:38 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:20:48 2015	Feild?s MacBook Pro	-78
Wed Jul  1 16:20:48 2015	S5610	-74
Wed Jul  1 16:20:59 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:21:10 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:21:10 2015	S5610	-76
Wed Jul  1 16:21:20 2015	S5610	-79
Wed Jul  1 16:21:30 2015	S5610	-78
Wed Jul  1 16:21:30 2015	edc	-82
Wed Jul  1 16:21:31 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:21:41 2015	edc	-81
Wed Jul  1 16:21:41 2015	edc	-80
Wed Jul  1 16:21:41 2015	S5610	-75
Wed Jul  1 16:21:51 2015	Nokia108	-77
Wed Jul  1 16:21:51 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:22:13 2015	S5610	-75
Wed Jul  1 16:22:23 2015	Feild?s MacBook Pro	-75
Wed Jul  1 16:22:33 2015	S5610	-83
Wed Jul  1 16:22:54 2015	S5610	-76
Wed Jul  1 16:23:05 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:23:26 2015	Feild?s MacBook Pro	-78
Wed Jul  1 16:23:26 2015	S5610	-75
Wed Jul  1 16:23:26 2015	Martina?s MacBook Pro	-83
Wed Jul  1 16:23:58 2015	Nokia108	-79
Wed Jul  1 16:23:58 2015	edc	-80
Wed Jul  1 16:24:08 2015	S5610	-74
Wed Jul  1 16:24:19 2015	S5610	-78
Wed Jul  1 16:24:29 2015	S5610	-76
Wed Jul  1 16:24:29 2015	edc	-78
Wed Jul  1 16:24:50 2015	Feild?s MacBook Pro	-78
Wed Jul  1 16:24:50 2015	S5610	-75
Wed Jul  1 16:24:50 2015	S5610	-78
Wed Jul  1 16:25:11 2015	S5610	-73
Wed Jul  1 16:25:11 2015	Nokia108	-79
Wed Jul  1 16:25:11 2015	Martina?s MacBook Pro	-82
Wed Jul  1 16:25:21 2015	S5610	-70
Wed Jul  1 16:25:21 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:25:21 2015	edc	-79
Wed Jul  1 16:25:32 2015	Feild?s MacBook Pro	-83
Wed Jul  1 16:25:32 2015	S5610	-77
Wed Jul  1 16:25:42 2015	edc	-80
Wed Jul  1 16:25:42 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:25:53 2015	S5610	-72
Wed Jul  1 16:25:53 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:26:03 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:26:24 2015	Feild?s MacBook Pro	-80
Wed Jul  1 16:26:45 2015	Nokia108	-85
Wed Jul  1 16:26:45 2015	Feild?s MacBook Pro	-80
Wed Jul  1 16:26:45 2015	edc	-77
Wed Jul  1 16:26:56 2015	S5610	-77
Wed Jul  1 16:27:06 2015	Feild?s MacBook Pro	-82
Wed Jul  1 16:27:06 2015	S5610	-72
Wed Jul  1 16:27:17 2015	edc	-79
Wed Jul  1 16:27:38 2015	edc	-79
Wed Jul  1 16:27:38 2015	S5610	-77
Wed Jul  1 16:27:38 2015	Nokia108	-78
Wed Jul  1 16:27:48 2015	edc	-80
Wed Jul  1 16:27:48 2015	Nokia108	-75
Wed Jul  1 16:27:59 2015	Feild?s MacBook Pro	-71
Wed Jul  1 16:28:09 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:28:09 2015	S5610	-79
Wed Jul  1 16:28:20 2015	S5610	-72
Wed Jul  1 16:28:20 2015	Nokia108	-84
Wed Jul  1 16:28:20 2015	edc	-81
Wed Jul  1 16:28:20 2015	edc	-80
Wed Jul  1 16:28:30 2015	S5610	-73
Wed Jul  1 16:28:51 2015	Feild?s MacBook Pro	-77
Wed Jul  1 16:28:51 2015	edc	-81
Wed Jul  1 16:29:02 2015	S5610	-78
Wed Jul  1 16:29:12 2015	S5610	-77
Wed Jul  1 16:29:22 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:29:22 2015	Feild?s MacBook Pro	-76
Wed Jul  1 16:29:33 2015	S5610	-77
Wed Jul  1 16:29:54 2015	edc	-78
Wed Jul  1 16:30:25 2015	Feild?s MacBook Pro	-71
Wed Jul  1 16:30:36 2015	Feild?s MacBook Pro	-74
Wed Jul  1 16:30:36 2015	S5610	-71
Wed Jul  1 16:30:46 2015	Feild?s MacBook Pro	-79
Wed Jul  1 16:30:57 2015	Feild?s MacBook Pro	-73
Wed Jul  1 16:31:07 2015	edc	-78
Wed Jul  1 16:31:07 2015	S5610	-72
Wed Jul  1 16:31:07 2015	Feild?s MacBook Pro	-72
Wed Jul  1 16:31:18 2015	edc	-81
Wed Jul  1 16:31:28 2015	Nokia108	-79
Wed Jul  1 16:31:28 2015	S5610	-71
Wed Jul  1 16:31:39 2015	Feild?s MacBook Pro	-68
Wed Jul  1 16:31:49 2015	edc	-83
Wed Jul  1 16:31:49 2015	S5610	-68
Wed Jul  1 16:31:49 2015	Feild?s MacBook Pro	-72
